Job Title,Company Name,Key Skills,Location,Job Description,More Info
HR Business Partner,Boyen Haddin Consultants LLP,"business partner  ,  employee relations  ,  hrbp  ,  hr  ,  talent development  ,  talent management  ,  employee engagement  ,  workforce planning  ,  succession planning  ,  compensation  ,  performance management",Hyderabad/Secunderabad,"Job Description:
We are looking for a HR Business Partner. The individual will support a part of the HRBP team and will be aligned to one Business Unit.provide coaching ,  training and mentors... More Details",https://www.timesjobs.com/job-detail/hr-business-partner-boyen-haddin-consultants-llp-hyderabad-secunderabad-2-to-4-yrs-jobid-WDO0Z2FX__PLUS__QxzpSvf__PLUS__uAgZw==&source=srp
Position: Senior HR Officer,JMD Railtech Group,"senior hr  ,  hr  ,  conflict management  ,  recruitment  ,  kra  ,  communication  ,  resource planning  ,  employee relations  ,  employee grievances  ,  hr manager  ,  employee engagement  ,  employee satisfaction  ,  employee performance",Australia,"Job Description:
HR Manager would be responsible to maintain the organization's human resources by planning ,  implementing ,  recruitment ,  and evaluating employee relations and human resour... More Details",https://www.timesjobs.com/job-detail/position-senior-hr-officer-jmd-railtech-group-australia-5-to-8-yrs-jobid-__SLASH__B__SLASH__W8m3cvEJzpSvf__PLUS__uAgZw==&source=srp
"Business Analyst - Costa Rica in San Jose ,  San Jos Province - Hitachi",hitachi ltd,"business analysis   ,   systems analysis   ,   quality assurance   ,   hris administration   ,   regression testing   ,  lms  ,  leave  ,  ats  ,  health benefits  ,  compensation  ,  documentation skills  ,  interview",,"Job Description:
Company DescriptionHitachi Solutions is a global solutions integrator passionate about designing ,  developing ,  and delivering cutting edge cloud solutions to help our clien... More Details",https://www.timesjobs.com/job-detail/business-analyst-costa-rica-in-san-jose-san-jos-province-hitachi-hitachi-ltd-1-to-3-yrs-jobid-EEGKYC__PLUS__wPoxzpSvf__PLUS__uAgZw==&source=srp
"Talent Management Partner ,  Northern Europe in Ludvika ,  W - Hitachi",hitachi ltd,"talent management  ,   performance management  ,   succession planning  ,   leadership assessments  ,   hr analytics   ,  learning  ,  talent development  ,  talent acquisition  ,  recruitment  ,  communication  ,  presentation skills  ,  career development  ,  employer branding",Sweden,"Job Description:
At Hitachi Energy our purpose is advancing a sustainable energy future for all. We bring power to our homes ,  schools ,  hospitals ,  and factories. Join us and work with fan... More Details",https://www.timesjobs.com/job-detail/talent-management-partner-northern-europe-in-ludvika-w-hitachi-hitachi-ltd-sweden-4-to-8-yrs-jobid-IzuZrBTZHz1zpSvf__PLUS__uAgZw==&source=srp
"Talent Management Partner ,  Northern Europe in Vaesteras ,  U - Hitachi",hitachi ltd,"talent management   ,   performance management   ,   succession planning   ,   leadership assessment   ,   hr analytics   ,  learning  ,  talent development  ,  talent acquisition  ,  recruitment  ,  communication  ,  presentation skills  ,  career development  ,  employer branding",Sweden,"Job Description:
At Hitachi Energy ,  our purpose is advancing a sustainable energy future for all. We bring power to our homes ,  schools ,  hospitals ,  and factories. Join us and work with ... More Details",https://www.timesjobs.com/job-detail/talent-management-partner-northern-europe-in-vaesteras-u-hitachi-hitachi-ltd-sweden-2-to-5-yrs-jobid-inIqEZur51hzpSvf__PLUS__uAgZw==&source=srp
Technical Recruiter,Squareboat,"hr solutions  ,  interpersonal skills  ,  hr  ,  it recruitment  ,  technical recruiter  ,  recruitment  ,  communication",Gurgaon,"Job Description:
Squareboat is hiring for the position of a Human Resources Manager ,  which is both a strategic and a hands-on role aimed at providing full-cycle human resource support across... More Details",https://www.timesjobs.com/job-detail/technical-recruiter-squareboat-gurgaon-3-to-6-yrs-jobid-ogWuNfiE6ANzpSvf__PLUS__uAgZw==&source=srp
HR Executive,AYN InfoTech,"interviewing  ,  screening  ,  hris  ,  training needs  ,  interpersonal skills  ,  learning  ,  hr  ,  conflict resolution  ,  ats  ,  employee relations  ,  hr policies  ,  performance review  ,  employee retention  ,  compensation  ,  hr executive  ,  stress management  ,  employee performance",Pune,"Job Description:
HR ExecutiveWe are looking for an HR Executive to manage our companys recruiting ,  learning and development and employee performance programs.HR Executive responsibilities in... More Details",https://www.timesjobs.com/job-detail/hr-executive-ayn-infotech-pune-2-to-7-yrs-jobid-9VRAcPJ2OJZzpSvf__PLUS__uAgZw==&source=srp
Vice President Sales Operations,EVC Ventures,"sales channels  ,  sales process  ,  sales incentive  ,  sales support  ,  sales  ,  customer relationship management  ,  business sales  ,  sales operations  ,  sales management  ,  profit  ,  sales training  ,  sales forecasting  ,  business planning  ,  market  ,  senior sales  ,  management  ,  build  ,  selling",Gurgaon,"Job Description:
The Vice President Sales Operations  ( VPSO )  directs the firms support investments in sales force effectiveness and manages functions essential to sales force productivity. ... More Details",https://www.timesjobs.com/job-detail/vice-president-sales-operations-evc-ventures-gurgaon-5-to-8-yrs-jobid-__SLASH__fg__SLASH__OdfLHrZzpSvf__PLUS__uAgZw==&source=srp
Vice President Sales Operations,unifyed  ( evc labs ),"sales channels  ,  sales process  ,  sales incentive  ,  sales support  ,  sales  ,  customer relationship management  ,  business sales  ,  sales operations  ,  sales management  ,  profit  ,  sales training  ,  sales forecasting  ,  business planning  ,  market  ,  senior sales  ,  management  ,  build  ,  selling",Gurgaon,"Job Description:
The Vice President Sales Operations  ( VPSO )  directs the firms support investments in sales force effectiveness and manages functions essential to sales force productivity. ... More Details",https://www.timesjobs.com/job-detail/vice-president-sales-operations-unifyed-evc-labs-gurgaon-5-to-8-yrs-jobid-QrMnTlsqKOVzpSvf__PLUS__uAgZw==&source=srp
HR Associate,keysight technologies india pvt ltd,"talent acquisition   ,   recruitment   ,   hr consulting   ,   communication skills   ,   project management   ,  screening  ,  hr associate  ,  corporate social responsibility  ,  effective communication skills",Malaysia,"Job Description:
## **HR Associate**- **Date:** Apr 12 ,  2024- **Country:** Malaysia- **State  /  Province:** Penang- **City:** Penang- **Job Type:** Internal Temporary Worker- **Job ID:** 52... More Details",https://www.timesjobs.com/job-detail/hr-associate-keysight-technologies-india-pvt-ltd-malaysia-0-to-1-yrs-jobid-ZgQHIWtpDwFzpSvf__PLUS__uAgZw==&source=srp
"Culture  &  Engagement Manager in Brisbane ,  QLD - Hitachi",hitachi ltd,"employee engagement   ,   culture development   ,   strategic planning   ,   leadership   ,   stakeholder management   ,  business partner  ,  hr  ,  conflict resolution  ,  workforce planning  ,  hr generalist  ,  communication  ,  communication skills  ,  engagement activities  ,  people skills  ,  decision making  ,  performance management",Australia,"Job Description:
Hitachi Rail is looking for an enthusiastic self-motivated Culture and Engagement Manager who thrives in a fast-paced environment. The successful candidate is comfortable perf... More Details",https://www.timesjobs.com/job-detail/culture-engagement-manager-in-brisbane-qld-hitachi-hitachi-ltd-australia-7-to-15-yrs-jobid-UwUJkN7laIVzpSvf__PLUS__uAgZw==&source=srp
"Associate Control System Engineer in Torino ,  TO - Hitachi",hitachi ltd,"relationship building   ,   international work environment   ,   project management   ,   technical specifications   ,   health  &  safety regulations   ,  electronics  ,  access control system  ,  fire detection  ,  electrical  ,  monitoring  ,  electrical motors  ,  technical proposal  ,  contractor  ,  iec  ,  electrical engineering  ,  contracts  ,  cctv",Italy,"Job Description:
Hitachi Rail is looking for an enthusiastic self-motivated Associate Control System Engineer who thrives in a fast-paced environment. The successful candidate is comfortable p... More Details",https://www.timesjobs.com/job-detail/associate-control-system-engineer-in-torino-to-hitachi-hitachi-ltd-italy-1-to-9-yrs-jobid-zb2__PLUS__gDXWj__SLASH__RzpSvf__PLUS__uAgZw==&source=srp
"Associate Control System Engineer in Napoli ,  NA - Hitachi",hitachi ltd,"project management   ,   technical writing   ,   multitasking   ,   electrical engineering   ,   troubleshooting   ,  electronics  ,  access control system  ,  fire detection  ,  monitoring  ,  electrical motors  ,  technical proposal  ,  contractor  ,  iec  ,  contracts  ,  cctv  ,  autocad  ,  design  ,  civil  ,  technical specifications  ,  commissioning",Italy,"Job Description:
# **Company:** Hitachi Rail**Position:** Associate Control System Engineer**Location:** Naples ,  Italy---## About UsA career at Hitachi Rail will help create a legacy. With o... More Details",https://www.timesjobs.com/job-detail/associate-control-system-engineer-in-napoli-na-hitachi-hitachi-ltd-italy-1-to-10-yrs-jobid-ohmd__PLUS__co4d__SLASH__tzpSvf__PLUS__uAgZw==&source=srp
HR Executive,SEVEN CONSULTANCY,"hr assistant  ,  hr activities  ,  hris  ,  hr policies  ,  hr officer  ,  hr  ,  induction  ,  employee engagement  ,  recruitment  ,  payroll management  ,  hr generalist  ,  communication",Vadodara,"Job Description:
-Your role is to act as the liaison between HR managers  &  employees ,  ensuring smooth communication and prompt resolution of all queries-You will also support our daily HR ... More Details",https://www.timesjobs.com/job-detail/hr-executive-seven-consultancy-vadodara-2-to-4-yrs-jobid-W1D__PLUS__GK5kanFzpSvf__PLUS__uAgZw==&source=srp
Payroll Executive,SEVEN CONSULTANCY,"hrms  ,  salary structure  ,  esic  ,  payroll processing  ,  leave  ,  pf  ,  salary processing  ,  payroll  ,  attendance  ,  payroll executive","Navi Mumbai,  Mumbai,  Thane","Job Description:
JOB DETAILS1. Prepares payroll by calculating pay and maintaining payroll records2. Calculation of Income Tax dues of the employees on a monthly basis3. Maintains human resour... More Details",https://www.timesjobs.com/job-detail/payroll-executive-seven-consultancy-navi-mumbai-mumbai-thane-2-to-5-yrs-jobid-9Og4nRkG9yhzpSvf__PLUS__uAgZw==&source=srp
PHP Developer,infilon technologies,"mvc framework  ,  laravel  ,  css  ,  php developer  ,  bootstrap  ,  javascript  ,  jquery  ,  database  ,  xml  ,  codeigniter  ,  oops  ,  php  ,  mysql  ,  html  ,  mvc",Ahmedabad,"Job Description:
We are looking for PHP Developer with the following ,  Infilon Technologies is an established and creative Ahmedabad ,  India-based Company. We are the pioneers of outsourcing... More Details",https://www.timesjobs.com/job-detail/php-developer-infilon-technologies-ahmedabad-1-to-4-yrs-jobid-zy0JyrmBaqxzpSvf__PLUS__uAgZw==&source=srp
HR Generalist,INFINITY GROUP,"hr  ,  generalist  ,  payroll management  ,  hr generalist  ,  payroll  ,  employee performance  ,  communication skills","Delhi,  Delhi/NCR","Job Description:
Job Description with Roles and Responsibilities: A Human Resources  ( HR )  is responsible for managing every aspect of the employment process ,  including orientation and tra... More Details",https://www.timesjobs.com/job-detail/hr-generalist-infinity-group-delhi-delhi-ncr-1-to-4-yrs-jobid-S8UqyY1XDcpzpSvf__PLUS__uAgZw==&source=srp
HR Executive,Manipal Hospitals Pvt Ltd,"talent acquisition  ,  recruitment  ,  employee onboarding  ,  hr  ,  compensation  ,  performance management  ,  team building  ,  employee performance  ,  training  &  development",Bengaluru / Bangalore,"Job Description:
Qualification: Master of Business Administration in HR.Experience: 3-10 YearsBrief Role:-Assist in talent acquisition and recruitment processesConduct employee onboarding and ... More Details",https://www.timesjobs.com/job-detail/hr-executive-manipal-hospitals-pvt-ltd-bengaluru-bangalore-3-to-10-yrs-jobid-wCdfiWl4lzhzpSvf__PLUS__uAgZw==&source=srp
HR Assistant,yagna technologies private limited,"hr assistant  ,  recruitment  ,  communication  ,  employee records",Hyderabad/Secunderabad,"Job Description:
HR Assistant  ( 0-1yr experience )  Job Description: We are looking for an HR assistant to handle a variety of personnel related administrative duties.Responsibilities Compile... More Details",https://www.timesjobs.com/job-detail/hr-assistant-yagna-technologies-private-limited-hyderabad-secunderabad-0-to-3-yrs-jobid-RFBl__SLASH__PKnFz5zpSvf__PLUS__uAgZw==&source=srp
Jobs for Fresher Service Coordinator,SEVEN CONSULTANCY,"service coordinator  ,  coordinator  ,  liaison",Pune,"Job Description:
SALARY: Upto 2 LakhsLOCATION: Pune ,  Maharashtra ,  IndiaVACANCIES: 1QUALIFICATION: Any GraduateMALE / FEMALE: BothEXPERIENCE: 0JOB DETAILSRecruits and trains customer servic... More Details",https://www.timesjobs.com/job-detail/jobs-for-fresher-service-coordinator-seven-consultancy-pune-0-to-3-yrs-jobid-MH__SLASH__JJPqJxsxzpSvf__PLUS__uAgZw==&source=srp
HR Generalist,SEVEN CONSULTANCY,"joining formalities  ,  employee onboarding  ,  bpo recruitment  ,  hr  ,  training  &  development  ,  talent acquisition  ,  employee engagement  ,  recruitment  ,  hr generalist  ,  compensation  ,  placement  ,  hr executive  ,  payroll  ,  performance management  ,  team building  ,  employee performance","Navi Mumbai,  Mumbai","Job Description:
JOB DETAILSadminister compensation and benefit plansAssist in talent acquisition and recruitment processesConduct employee onboarding and help organize training  &  developmen... More Details",https://www.timesjobs.com/job-detail/hr-generalist-seven-consultancy-navi-mumbai-mumbai-1-to-2-yrs-jobid-__SLASH__ZeS4BJzqmFzpSvf__PLUS__uAgZw==&source=srp
